                                231255390018767786;21/06/19 05:01:33,010000000                                                ;ResiakRefri         ;Loja001             ;                    ;        ;Userede             ;                    ;                                ;Logon                                                           ;                                                                ;                                                  ;                                                  ;        ; ;21/06/19;21/06/19;21/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             31844;                                           2289122;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018934524;06/07/19 05:01:20,531000000                                                ;ResiakRefri         ;Loja001             ;                    ;        ;Userede             ;                    ;                                ;Logon                                                           ;                                                                ;                                                  ;                                                  ;        ; ;06/07/19;06/07/19;06/07/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             31877;                                           2344976;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018716493;15/06/19 05:01:13,598000000                                                ;ResiakRefri         ;Loja001             ;                    ;        ;Userede             ;                    ;                                ;Logon                                                           ;                                                                ;                                                  ;                                                  ;        ; ;15/06/19;15/06/19;15/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             30715;                                           2392558;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018744876;17/06/19 07:46:20,204000000                                                ;ResiakRefri         ;Loja001             ;T0010001            ;12/04/19;Userede             ;                    ;                                ;Administração Manutenção Rede                                   ;Estatística                                                     ;                                                  ;                                                  ;        ; ;17/06/19;17/06/19;17/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             30719;                                           2379686;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018788145;23/06/19 05:01:50,809000000                                                ;ResiakRefri         ;Loja001             ;                    ;        ;Userede             ;                    ;                                ;Logon                                                           ;                                                                ;                                                  ;                                                  ;        ; ;23/06/19;23/06/19;23/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             31853;                                         249570132;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018734730;16/06/19 05:01:58,848000000                                                ;ResiakRefri         ;Loja001             ;                    ;        ;Userede             ;                    ;                                ;Logon                                                           ;                                                                ;                                                  ;                                                  ;        ; ;16/06/19;16/06/19;16/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             30717;                                           2374624;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018837814;29/06/19 05:01:31,137000000                                                ;ResiakRefri         ;Loja001             ;                    ;        ;Userede             ;                    ;                                ;Logon                                                           ;                                                                ;                                                  ;                                                  ;        ; ;29/06/19;29/06/19;29/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             31865;                                           2334168;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018822076;28/06/19 05:01:20,698000000                                                ;ResiakRefri         ;Loja001             ;                    ;        ;Userede             ;                    ;                                ;Logon                                                           ;                                                                ;                                                  ;                                                  ;        ; ;28/06/19;28/06/19;28/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             31863;                                           2337032;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018775460;22/06/19 07:32:55,096000000                                                ;ResiakRefri         ;Loja001             ;T0010001            ;12/04/19;Userede             ;                    ;                                ;Administração Manutenção Rede                                   ;Estatística                                                     ;                                                  ;                                                  ;        ; ;22/06/19;22/06/19;22/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             31850;                                           2229292;                                                  ;                                                  ;                ;000;Com sucesso
                                231255390018792131;25/06/19 07:46:53,258000000                                                ;ResiakRefri         ;Loja001             ;T0010001            ;12/04/19;Userede             ;                    ;                                ;Administração Manutenção Rede                                   ;Estatística                                                     ;                                                  ;                                                  ;        ; ;25/06/19;25/06/19;25/06/19;                    ;                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;52575705                        ;                                             31856;                                           2334104;                                                  ;                                                  ;                ;000;Com sucesso
